15	02	13	16	14	02	46	82	1
15	02	13	16	14	05	50	88	
15	02	13	16	14	06	58	104	
15	02	13	16	14	04	75	134	
15	04	11	12	44	02	51	89	2
15	04	11	12	44	04	54	98	
15	04	11	12	44	05	89	184	
15	04	11	12	44	06	89	157	
15	04	13	10	29	03	33	58	3
15	04	13	10	29	04	72	95	
15	04	13	10	29	02	56	96	
15	04	13	10	29	06	92	162	
15	08	05	15	41	02	41	74  4
15	08	05	15	41	04	57	100	
15	08	05	15	41	05	100	238	
15	08	05	15	41	06	79	192	
15	09	23	16	19	02	5	50	5
15	09	23	16	19	05	41	109	
15	09	23	16	19	06	43	122	
15	09	23	16	19	04	1	35	
15	10	01	00	04	04	56	100	6
15	10	01	00	04	02	68	111	
15	10	01	00	04	05	105	186	
15	10	01	00	04	06	106	181	
15	10	01	02	49	04	65	117	7
15	10	01	02	49	02	77	122	
15	10	01	02	49	05	113	198	
15	10	01	02	49	06	114	183	
15	11	04	06	14	02	44	78	8
15	11	04	06	14	03	50	88	
15	11	04	06	14	04	61	119	
15	11	04	06	14	05	84	173	
15	11	04	06	14	06	83	151	
15	11	07	05	56	03	54	114	9
15	11	07	05	56	04	60	107	
15	11	07	05	56	02	50	85	
15	11	07	05	56	05	88	161	
15	11	07	05	56	06	89	146	
15	01	20	14	34	03	21	37	10
15	01	20	14	34	04	52	106	
15	01	20	14	34	02	84	142	
15	01	20	14	34	06	121	196	
15	01	26	13	11	03	42	75	11
15	01	26	13	11	02	55	92	
15	01	26	13	11	04	56	89	
15	01	26	13	11	06	94	157	
15	02	02	21	29	03	55	100	12
15	02	02	21	29	04	59	111	
15	02	02	21	29	02	51	83	
15	02	02	21	29	05	105	184	
15	02	02	21	29	06	90	162	
20	02	17	12	11	01	24	40	13
20	02	17	12	11	05	20	82	
20	02	17	12	11	06	65	114	
20	02	17	12	11	03	62	104	
20	03	10	14	06	03	26	46	14
20	03	10	14	06	04	53	95	
20	03	10	14	06	01	72	125	
20	03	10	14	06	05	110	243	
20	03	10	14	06	06	113	195	
20	04	25	04	43	01	35	62	15
20	04	25	04	43	04	55	94	
20	04	25	04	43	03	56	98	
20	04	25	04	43	05	66	127	
20	04	25	04	43	06	68	123	
20	05	03	07	06	03	40	71	16
20	05	03	07	06	04	52	110	
20	05	03	07	06	01	47	84	
20	05	03	07	06	05	85	164	
20	05	03	07	06	06	90	144	
19	01	02	13	40	03	36	66	17
19	01	02	13	40	04	57	101	
19	01	02	13	40	01	61	107	
19	01	02	13	40	06	102	174	
19	01	12	12	04	03	45	78	18
19	01	12	12	04	01	53	85	
19	01	12	12	04	04	60	112	
19	01	12	12	04	06	94	159	
19	02	13	23	41	01	29	52	19
19	02	13	23	41	03	57	98	
19	02	13	23	41	04	62	127	
19	02	13	23	41	05	69	121	
19	02	13	23	41	06	70	124	
19	05	12	08	51	03	42	74	20
19	05	12	08	51	01	47	82	
19	05	12	08	51	04	55	98	
19	05	12	08	51	05	77	117	
19	07	28	14	25	01	24	42	21
19	07	28	14	25	05	67	116	
19	07	28	14	25	03	63	108	
19	07	28	14	25	06	64	113	
19	07	28	14	25	04	68	130	
19	08	02	12	03	01	44	74	22
19	08	02	12	03	03	52	92	
19	08	02	12	03	04	66	126	
19	08	02	12	03	05	85	138	
19	08	02	12	03	06	84	146	
19	08	11	02	11	03	36	64	23
19	08	11	02	11	04	61	88	
19	08	11	02	11	01	61	109	
19	08	11	02	11	05	101	187	
19	08	11	02	11	06	101	177	
19	08	11	04	39	03	35	61	24
19	08	11	04	39	04	55	87	
19	08	11	04	39	01	60	108	
19	08	11	04	39	05	101	181	
19	08	11	04	39	06	100	177	
19	09	05	11	56	04	36	64	25
19	09	05	11	56	03	16	35	
19	09	05	11	56	01	42	83	
19	09	05	11	56	05	1	66	
19	09	05	11	56	06	82	154	
19	09	22	22	32	03	35	70	26
19	09	22	22	32	04	61	90	
19	09	22	22	32	01	69	121	
19	09	22	22	32	05	68	109	
19	09	22	22	32	06	108	194	
19	12	16	12	52	01	26	45	27
19	12	16	12	52	03	62	108	
19	12	16	12	52	05	57	136	
19	12	16	12	52	06	66	117	
18	12	01	22	36	01	40	72	28
18	12	01	22	36	03	51	88	
18	12	01	22	36	04	60	118	
18	12	01	22	36	05	94	182	
18	12	01	22	36	06	85	142	
18	01	23	06	34	01	24	42	29
18	01	23	06	34	05	63	129	
18	01	23	06	34	06	65	115	
18	01	23	06	34	04	64	123	
18	01	24	06	32	01	27	46	30
18	01	24	06	32	05	62	98	
18	01	24	06	32	04	65	133	
18	01	24	06	32	06	67	117	
18	03	19	11	36	01	25	43	31
18	03	19	11	36	05	67	132	
18	03	19	11	36	03	63	108	
18	03	19	11	36	06	65	117	
18	03	19	11	36	04	67	108	
18	03	26	21	32	03	30	52	32
18	03	26	21	32	04	59	133	
18	03	26	21	32	01	76	126	
18	03	26	21	32	06	117	204	
18	04	08	16	04	03	33	62	33
18	04	08	16	04	04	50	100	
18	04	08	16	04	01	53	94	
18	04	08	16	04	05	92	200	
18	04	08	16	04	06	94	163	
18	04	09	11	46	01	32	57	34
18	04	09	11	46	03	56	96	
18	04	09	11	46	04	62	107	
18	04	09	11	46	05	72	150	
18	04	09	11	46	06	73	133	
18	04	14	18	03	01	1	37	35
18	04	14	18	03	06	35	141	
18	04	14	18	03	05	37	127	
18	04	14	18	03	04	4	52	
18	05	09	21	26	03	43	74	36
18	05	09	21	26	01	44	78	
18	05	09	21	26	04	53	99	
18	05	09	21	26	05	82	154	
18	05	09	21	26	06	84	145	
18	06	05	23	00	04	39	91	37
18	06	05	23	00	01	51	92	
18	06	05	23	00	05	77	172	
18	06	05	23	00	06	93	139	
18	07	08	19	47	01	17	63	38
18	07	08	19	47	05	56	99	
18	07	08	19	47	06	57	129	
18	07	08	19	47	03	1	1	
18	07	08	19	47	04	1	46	
18	08	23	03	44	03	35	62	39
18	08	23	03	44	04	55	97	
18	08	23	03	44	01	63	107	
18	08	23	03	44	05	98	202	
18	08	23	03	44	06	104	179	
18	09	02	01	07	03	38	68	40
18	09	02	01	07	01	61	108	
18	09	02	01	07	05	99	133	
18	09	02	01	07	06	101	160	
18	10	25	05	48	01	37	66	41
18	10	25	05	48	04	58	97	
18	10	25	05	48	05	68	129	
18	10	25	05	48	06	71	118	
18	10	29	21	11	01	37	67	42
18	10	29	21	11	04	56	96	
18	10	29	21	11	05	63	143	
18	10	29	21	11	06	78	139	
16	03	06	11	51	04	10	18	43
16	03	06	11	51	03	19	63	
16	03	06	11	51	05	77	137	
16	03	06	11	51	06	26	78	
16	03	17	13	03	03	40	70	44
16	03	17	13	03	04	55	97	
16	03	17	13	03	05	88	164	
16	03	17	13	03	06	89	156	
16	03	21	02	25	04	37	66	45
16	03	21	02	25	03	38	77	
16	03	21	02	25	05	85	176	
16	03	21	02	25	06	68	153	
16	04	24	04	32	03	41	74	46
16	04	24	04	32	04	82	127	
16	04	24	04	32	05	115	196	
16	04	24	04	32	06	113	197	
16	05	06	02	04	03	39	69	47
16	05	06	02	04	04	54	112	
16	05	06	02	04	05	91	160	
16	05	06	02	04	06	92	160	
16	06	06	09	21	03	37	65	48
16	06	06	09	21	04	66	101	
16	06	06	09	21	05	105	192	
16	06	06	09	21	06	106	186	
16	06	28	03	32	03	44	87	49
16	06	28	03	32	04	47	84	
16	06	28	03	32	05	79	167	
16	06	28	03	32	06	79	164	
16	08	07	14	04	03	44	87	50
16	08	07	14	04	04	47	84	
16	08	07	14	04	05	79	167	
16	08	07	14	04	06	79	164	
16	09	11	15	35	03	53	92	51
16	09	11	15	35	04	57	102	
16	09	11	15	35	05	98	169	
