16	09	11	15	35	06	85	164	
16	11	12	21	07	03	32	64	52
16	11	12	21	07	04	54	95	
16	11	12	21	07	01	61	103	
16	11	12	21	07	06	102	147	
17	01	18	10	51	01	36	62	53
17	01	18	10	51	03	55	88	
17	01	18	10	51	05	78	134	
17	01	18	10	51	06	78	134	
17	02	19	15	14	01	33	66	54
17	02	19	15	14	03	29	62	
17	02	19	15	14	04	41	92	
17	02	19	15	14	05	72	125	
17	02	19	15	14	06	74	133	
17	03	10	16	13	01	39	69	55
17	03	10	16	13	03	48	86	
17	03	10	16	13	04	54	110	
17	03	10	16	13	05	59	166	
17	03	10	16	13	06	79	135	
17	04	24	21	29	01	35	79	56
17	04	24	21	29	03	46	88	
17	04	24	21	29	04	50	98	
17	04	24	21	29	05	87	171	
17	04	24	21	29	06	77	143	
17	07	08	22	48	01	28	49	57
17	07	08	22	48	03	66	111	
17	07	08	22	48	05	70	118	
17	07	08	22	48	06	69	120	
17	07	08	22	48	04	73	118	
17	09	02	03	32	03	40	70	58
17	09	02	03	32	01	45	80	
17	09	02	03	32	04	47	76	
17	09	02	03	32	05	81	164	
17	09	02	03	32	06	85	149	
17	03	21	13	13	03	57	85	59
17	03	21	13	13	04	70	128	
17	03	21	13	13	01	72	110	
17	03	21	13	13	05	104	212	
17	03	21	13	13	06	115	223	
17	11	08	19	17	03	44	76	60
17	11	08	19	17	01	47	83	
17	11	08	19	17	04	55	108	
17	11	08	19	17	05	88	182	
17	11	08	19	17	06	86	155	
17	11	26	19	06	01	52	92	61
17	11	26	19	06	03	60	102	
17	11	26	19	06	04	61	112	
17	11	26	19	06	05	111	187	
17	03	10	16	33	01	43	69	62
17	03	10	16	33	03	43	75	
17	03	10	16	33	05	87	139	
17	03	10	16	33	06	85	142	
17	04	25	16	37	01	35	62	63
17	04	25	16	37	03	57	100	
17	04	25	16	37	04	66	132	
17	04	25	16	37	05	73	223	
17	04	25	16	37	06	76	134	
17	04	24	21	28	01	41	74	64
17	04	24	21	28	03	52	85	
17	04	24	21	28	04	55	90	
17	04	24	21	28	05	104	176	
17	04	24	21	28	06	82	150	
17	07	17	16	19	03	20	36	65
17	07	17	16	19	04	45	66	
17	07	17	16	19	01	73	126	
17	07	17	16	19	06	113	202	
17	04	03	19	55	03	38	67	66
17	04	03	19	55	04	58	99	
17	04	03	19	55	01	65	102	
17	04	03	19	55	06	107	182	
17	05	05	11	25	01	40	70	67
17	05	05	11	25	03	49	84	
17	05	05	11	25	04	58	108	
17	05	05	11	25	06	82	136	
17	01	07	03	38	03	34	59	68
17	01	07	03	38	01	53	95	
17	01	07	03	38	05	100	152	
17	01	07	03	38	06	94	164	
